UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,XF1M05,F1M05,XF1M06,F1M06,XF1M07,F1M07,XF1M08,F1M08,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,F1FHA,XF1H01,F1H01,XF1H02,F1H02   
157289,"R",242335000,"R",976355000,"R",99526000,"R",1075881000,"R",1318216000,"R",8080000,"R",23311000,"R",160059000,"R",183370000,"R",235952000,"R",93813000,"R",329765000,"R",513135000,"R",82129000,"R",716400000,"R",79510000,"R",4710000,"R",-69588000,"R",731032000,"R",65497000,"R",53905000,"R",1371918000,"R",443676000,"R",216000,"R",1935212000,"R",958858000,"Z",0,"Z",0,"R",1099373000,"R",1076030000,"R",23343000,"R",707689000,"R",0,"R",731032000,"R",223173000,"R",79191000,"R",11368000,"R",15918000,"R",438000,"R",15480000,"R",103068000,"R",287393000,"R",5727000,"R",0,"R",41573000,"R",767411000,"R",0,"R",128930000,"R",0,"R",23393000,"R",21046000,"R",0,"R",30838000,"R",4191000,"R",4093000,"R",212491000,"R",979902000,"R",22131000,"R",36016000,"R",0,"R",61324000,"R",119471000,"R",1099373000,"R",302794000,"R",218160000,"R",151078000,"R",73723000,"R",134698000,"R",80178000,"R",165164000,"R",78283000,"R",36141000,"R",16425000,"R",90063000,"R",45218000,"R",32527000,"R",163358000,"R",57801000,"R",0,"R",0,"Z",0,"R",0,"R",207000,"R",1000,"R",1076030000,"R",569789000,"R",137159000,"R",48983000,"R",52212000,"R",10456000,"R",257431000,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",21524643,"R",1868085,"R",21046268,"Z",0,"Z",0,"R",86324004,"R",130763000,"R",96059000,"R",2177000,"R",98236000,"R",32527000,1 ,"R",712295000,"R",719816000
157304,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3199394,"R",3872942,"R",153483,"R",0,"R",0,"R",0,"R",0,"A",,"R",685424,"A",,"R",155781,"R",8067024,"R",0,"R",8881947,"R",0,"R",4465007,"R",1824757,"R",0,"R",388930,"R",473097,"R",275968,"R",16309706,"R",24376730,"R",0,"R",0,"R",0,"R",10890,"R",10890,"R",24387620,"R",8953419,"R",5780020,"R",0,"R",0,"R",608838,"R",215193,"R",1980803,"R",1037947,"R",2779211,"R",1588410,"R",1773037,"R",1117218,"R",2201208,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",2050444,"R",0,"R",20346960,"R",9738788,"R",881567,"R",2032980,"R",2227982,"R",489280,"R",4976363,1 ,"R",-2675720,"R",13756654,"R",9221755,"R",1917270,"R",-342934,"R",2721508,"R",2210664,"R",474820,"R",677442,"R",96477,"R",1114025,"R",0,"R",313263,"R",5509016,"R",7710223,"R",5509015,"R",0,"R",5509015,"R",2201208,2 ,"A",,"A",
157331,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3705921,"R",3135185,"R",163407,"R",0,"R",0,"R",0,"R",0,"A",,"R",149286,"A",,"R",132204,"R",7286003,"R",0,"R",8345200,"R",0,"R",7781358,"R",2568996,"R",0,"R",55837,"R",51061,"R",229251,"R",19031703,"R",26317706,"R",13000,"R",0,"R",0,"R",10082,"R",23082,"R",26340788,"R",9588629,"R",6346916,"R",0,"R",0,"R",1680,"R",0,"R",1157012,"R",775800,"R",2741270,"R",1951891,"R",2746183,"R",1500844,"R",3658457,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",2513585,"R",0,"R",22406816,"R",10575451,"R",1249115,"R",1953079,"R",2384532,"R",640503,"R",5604136,1 ,"R",-2379716,"R",16555785,"R",9069825,"R",2214254,"R",-304802,"R",2538602,"R",1966305,"R",425214,"R",1576392,"R",102617,"R",1782367,"R",0,"R",197081,"R",8475319,"R",12133776,"R",8475319,"R",0,"R",8475319,"R",3658457,2 ,"A",,"A",
157386,"R",43244071,"R",264461092,"R",18279131,"R",282740223,"R",325984294,"R",28593699,"R",5441807,"R",12823299,"R",18265106,"R",84218081,"R",158968341,"R",243186422,"R",261451528,"R",96344882,"R",173088017,"R",3937751,"R",11525427,"R",-191769612,"R",-3218417,"R",23668388,"R",0,"R",378078902,"R",67612975,"R",92270,"R",469452535,"R",204991443,"R",0,"R",0,"R",146198251,"R",117122113,"R",29076138,"R",-32294555,"R",0,"R",-3218417,"R",31254824,"R",10632323,"R",585678,"R",465472,"R",0,"R",465472,"R",19255794,"R",0,"R",2879440,"R",0,"R",6088194,"R",71161725,"R",0,"R",38852400,"R",0,"R",14971066,"R",11116823,"R",0,"R",0,"R",629719,"R",0,"R",65570008,"R",136731733,"R",9466518,"R",0,"R",0,"R",0,"R",9466518,"R",146198251,"R",52305372,"R",27490022,"R",1536342,"R",372724,"R",5308093,"R",2402115,"R",11387472,"R",4366319,"R",20404322,"R",7858212,"R",13756672,"R",6987861,"R",12360719,"R",20283345,"R",1151248,"R",0,"R",0,"R",0,"R",0,"R",-20220224,"R",0,"R",117122113,"R",50628501,"R",-3227327,"R",17025539,"R",13047674,"R",3092135,"R",36555591,1 ,"R",-20846926,"R",126215896,"R",90495047,"R",25595846,"R",406269,"R",27878680,"R",3991902,"R",2997853,"R",14971066,"R",515457,"R",11116823,"R",0,"R",429059,"R",23955720,"R",50988125,"R",37167078,"R",1460328,"R",38627406,"R",12360719,1 ,"R",41885094,"R",43413305
157401,"R",108932836,"R",239660043,"R",91658940,"R",331318983,"R",440251819,"R",42402028,"R",4661140,"R",22425815,"R",27086955,"R",68514170,"R",218003995,"R",286518165,"R",313605120,"R",104772664,"R",170681775,"R",25762623,"R",22517317,"R",-154685652,"R",64276063,"R",28950600,"R",0,"R",372556320,"R",47240876,"R",18831090,"R",467578886,"R",229988611,"R",0,"R",2069768,"R",190195245,"R",172115623,"R",18079622,"R",46196441,"R",0,"R",64276063,"R",60456045,"R",5857082,"R",640649,"R",388850,"R",0,"R",388850,"R",26928253,"R",0,"R",6793655,"R",0,"R",9221365,"R",110285899,"R",0,"R",45572300,"R",0,"R",13719413,"R",8958465,"R",634072,"R",1382794,"R",5363133,"R",595887,"R",76226064,"R",186511963,"R",131988,"R",127916,"R",5981,"R",3417397,"R",3683282,"R",190195245,"R",71520334,"R",50960850,"R",3094247,"R",1255009,"R",7315748,"R",3570040,"R",12719080,"R",4249723,"R",20586296,"R",7495887,"R",19166839,"R",11834232,"R",12649542,"R",27489577,"R",2840300,"R",0,"R",0,"R",0,"R",0,"R",-2426040,"R",1004688,"R",172115623,"R",83210729,"R",23995248,"R",15679246,"R",11848455,"R",2540805,"R",34841140,1 ,"R",-8595091,"R",181969231,"R",96687449,"R",35133810,"R",1268266,"R",35705064,"R",3708166,"R",5011967,"R",11389177,"R",1149766,"R",8778157,"R",0,"R",822336,"R",38827280,"R",60966716,"R",47753645,"R",563529,"R",48317174,"R",12649542,1 ,"R",86351968,"R",89899351
157438,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5502367,"R",2791278,"R",857337,"R",0,"R",0,"R",0,"R",0,"A",,"R",80899,"A",,"R",169302,"R",9401183,"R",0,"R",8874100,"R",0,"R",6211938,"R",2021300,"R",0,"R",164935,"R",84554,"R",303432,"R",17660259,"R",27061442,"R",0,"R",0,"R",0,"R",12254,"R",12254,"R",27073696,"R",9094918,"R",6660075,"R",0,"R",0,"R",12971,"R",0,"R",2673786,"R",1684893,"R",3428803,"R",2115394,"R",2404892,"R",1295190,"R",2601083,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",2202648,"R",0,"R",22419101,"R",11755552,"R",1798577,"R",2066794,"R",2105390,"R",323176,"R",4369612,1 ,"R",-2465402,"R",20374413,"R",8405125,"R",2507220,"R",-88647,"R",2970294,"R",1054943,"R",428082,"R",958583,"R",152399,"R",1261001,"R",0,"R",229101,"R",7299301,"R",9900385,"R",7299302,"R",0,"R",7299302,"R",2601083,2 ,"A",,"A",
157447,"R",125202000,"R",381014000,"R",33797000,"R",414811000,"R",540013000,"R",43545000,"R",8416000,"R",29959000,"R",38375000,"R",99978000,"R",383505000,"R",483483000,"R",521858000,"R",13622000,"R",278002000,"R",2981000,"R",7616000,"R",-240521000,"R",48078000,"R",52319000,"Z",0,"R",538531000,"R",91837000,"R",5311000,"R",687998000,"R",306984000,"Z",0,"Z",0,"R",239634000,"R",254938000,"R",-15304000,"R",64910000,"R",-1528000,"R",48078000,"R",113949000,"R",2396000,"R",2879000,"R",3209000,"R",26000,"R",3183000,"R",14746000,"R",0,"R",4286000,"R",0,"R",7674000,"R",149139000,"R",0,"R",53315000,"R",0,"R",15202000,"R",11197000,"R",0,"R",0,"R",3210000,"R",37000,"R",82961000,"R",232100000,"R",0,"R",7534000,"R",0,"R",0,"R",7534000,"R",239634000,"R",93074000,"R",49580000,"R",2464000,"R",1212000,"R",11828000,"R",3566000,"R",28788000,"R",12778000,"R",30307000,"R",10939000,"R",35348000,"R",14044000,"R",16666000,"R",12722000,"R",1630000,"R",0,"R",0,"R",0,"R",0,"R",23741000,"R",0,"R",254938000,"R",93749000,"R",65246000,"R",17639000,"R",21893000,"R",3787000,"R",52624000,1 ,"R",36778000,"R",315412000,"R",6606000,"R",31247000,"R",4228000,"R",54454000,"R",6038000,"R",9388000,"R",15107000,"R",544000,"R",11163000,"Z",0,"R",174000,"R",35066000,"R",62054000,"R",44007000,"R",1381000,"R",45388000,"R",16666000,1 ,"R",105272000,"R",106245000
157483,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6510681,"R",2273611,"R",255845,"R",0,"R",0,"R",0,"R",0,"A",,"R",376544,"A",,"R",248648,"R",9665329,"R",0,"R",12048820,"R",0,"R",9282597,"R",3453263,"R",0,"R",547825,"R",6454,"R",373736,"R",25712695,"R",35378024,"R",1257711,"R",0,"R",0,"R",6454,"R",1264165,"R",36642189,"R",13668357,"R",8872278,"R",0,"R",0,"R",752337,"R",458094,"R",1046283,"R",571008,"R",3605988,"R",2261564,"R",3043793,"R",1537698,"R",4126806,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",2030705,"R",0,"R",28274269,"R",13700642,"R",2270862,"R",3279352,"R",2236169,"R",350463,"R",6436781,1 ,"R",-2523824,"R",14568433,"R",8190509,"R",1946745,"R",-480193,"R",1958953,"R",2759001,"R",439532,"R",1690715,"R",155854,"R",2159415,"R",0,"R",120822,"R",10283485,"R",14410291,"R",10283485,"R",0,"R",10283485,"R",4126806,2 ,"A",,"A",
157553,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2399592,"R",4691532,"R",1025547,"R",0,"R",0,"R",0,"R",0,"A",,"R",160192,"A",,"R",231219,"R",8508082,"R",0,"R",10425871,"R",0,"R",8148374,"R",3044712,"R",0,"R",76435,"R",96982,"R",187730,"R",21980104,"R",30488186,"R",0,"R",0,"R",0,"R",1710,"R",1710,"R",30489896,"R",10988862,"R",6701219,"R",0,"R",0,"R",606770,"R",261027,"R",731165,"R",393825,"R",2933377,"R",1995281,"R",2953386,"R",1495542,"R",3884224,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",1231006,"R",0,"R",23328790,"R",10846894,"R",1374012,"R",2909484,"R",2034582,"R",16686,"R",6147132,1 ,"R",-2593930,"R",14121190,"R",7159990,"R",1942930,"R",-300093,"R",2297232,"R",1999260,"R",442896,"R",1359276,"R",195101,"R",2065327,"R",0,"R",264520,"R",8510892,"R",12395116,"R",8510892,"R",0,"R",8510892,"R",3884224,2 ,"A",,"A",
157711,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5019116,"R",3958615,"R",315449,"R",0,"R",0,"R",0,"R",0,"A",,"R",205290,"A",,"R",191678,"R",9690148,"R",0,"R",13410600,"R",0,"R",14574467,"R",4644044,"R",0,"R",417328,"R",187312,"R",501669,"R",33735420,"R",43425568,"R",2304717,"R",0,"R",0,"R",18474,"R",2323191,"R",45748759,"R",15270454,"R",10504080,"R",0,"R",0,"R",38522,"R",10625,"R",2687388,"R",1442233,"R",4183131,"R",2814183,"R",4226560,"R",2035882,"R",6798193,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",1977716,"R",0,"R",35181964,"R",16807003,"R",2343920,"R",3651882,"R",2490517,"R",63268,"R",9825374,1 ,"R",-3501416,"R",19467277,"R",13571846,"R",2871166,"R",-547981,"R",3567774,"R",3323318,"R",631213,"R",2876102,"R",237288,"R",3132200,"R",0,"R",552603,"R",14593126,"R",21391319,"R",14593126,"Z",0,"R",14593126,"R",6798193,2 ,"A",,"A",
157739,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2119196,"R",4249310,"R",615756,"R",21675,"R",0,"R",21675,"R",0,"A",,"R",211528,"A",,"R",78667,"R",7296132,"R",0,"R",9187345,"R",0,"R",7066329,"R",2011479,"R",0,"R",177319,"R",161848,"R",271776,"R",18876096,"R",26172228,"R",0,"R",0,"R",0,"R",59662,"R",59662,"R",26231890,"R",11188174,"R",6928757,"R",0,"R",0,"R",191819,"R",113885,"R",1744710,"R",1054516,"R",3983826,"R",2914736,"R",2899528,"R",1307895,"R",3404321,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",927050,"R",0,"R",24339428,"R",12319789,"R",1541855,"R",3250856,"R",1540180,"R",110259,"R",5576489,1 ,"R",-2356348,"R",12870333,"R",8600908,"R",1731497,"R",-483875,"R",2016915,"R",2732205,"R",424029,"R",1320944,"R",73681,"R",1339522,"R",0,"R",670174,"R",7293148,"R",10697469,"R",7293148,"R",0,"R",7293148,"R",3404321,2 ,"A",,"A",
157854,"R",273329530,"R",742585897,"R",206223662,"R",948809559,"R",1222139089,"R",41289047,"R",8929011,"R",37336210,"R",46265221,"R",157344140,"R",314860077,"R",472204217,"R",518469438,"R",182187202,"R",585721478,"R",133281253,"R",45186476,"R",-201417711,"R",562771496,"R",55302132,"R",51914529,"R",855017083,"R",244417429,"R",68997160,"R",1275648333,"R",533062436,"R",0,"R",0,"C",609003286,"C",514547741,"R",94455545,"C",467118239,"R",1197712,"R",562771496,"R",9624370,"R",1834634,"R",43345166,"R",0,"R",0,"R",0,"R",0,"A",,"R",846821,"A",,"R",1591334,"R",57242325,"R",0,"R",3682416,"R",0,"R",0,"R",0,"R",0,"R",303000,"R",8256206,"R",216410,"R",12458032,"R",69700357,"Z",0,"Z",0,"Z",0,"R",3453263,"R",3453263,"R",73153620,"R",9098078,"R",5091448,"R",0,"R",0,"R",44714336,"R",1476871,"R",7415574,"R",492088,"R",8411070,"R",1975820,"R",13017921,"R",6966003,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",2212857,"R",0,"R",84869836,"R",16002230,"R",-1623508,"R",17427911,"R",2215614,"R",304886,"R",50542703,1 ,"R",-5553970,"R",26041600,"R",8042919,"R",2826453,"R",-681417,"R",4394312,"R",4430482,"R",865272,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1 ,"R",62855598,"R",66580377
157951,"R",114008450,"R",457478667,"R",21455959,"R",478934626,"R",592943076,"R",58319634,"R",14327091,"R",37980660,"R",52307751,"R",148773284,"R",334851781,"R",483625065,"R",535932816,"R",177936865,"R",299454319,"R",16120494,"R",15592110,"R",-393773894,"R",-62606971,"R",12924788,"R",69740734,"R",617391617,"R",154789902,"R",15267560,"R",870114601,"R",412635935,"R",0,"R",0,"R",332992431,"R",286091501,"R",46900930,"R",-109507901,"R",0,"R",-62606971,"R",126640269,"R",19647,"R",43185,"R",167565,"R",167565,"R",0,"R",22499800,"R",0,"R",17517863,"R",0,"R",22073543,"R",188961872,"R",0,"R",73783400,"R",0,"R",34872753,"R",20795936,"R",5695345,"R",0,"R",-69678,"R",740687,"R",135818443,"R",324780315,"R",8212116,"Z",0,"Z",0,"R",0,"R",8212116,"R",332992431,"R",142270055,"R",73533248,"R",8267482,"R",3457668,"R",17935462,"R",6736555,"R",25247699,"R",11146080,"R",39954781,"R",15896821,"R",2611661,"R",2611661,"R",19955424,"R",23566328,"R",5276749,"R",0,"R",0,"R",0,"R",0,"R",6282609,"R",3314268,"R",286091501,"R",121973050,"R",12177097,"R",28942208,"R",29191922,"R",6012236,"R",87794988,1 ,"R",-37002456,"R",279539798,"R",170957737,"R",47639495,"R",1011167,"R",55311983,"R",6979128,"R",6919172,"R",22639599,"R",20073164,"R",4914987,"R",0,"R",0,"R",44118415,"R",91746165,"R",69995972,"R",1794769,"R",71790741,"R",19955424,1 ,"R",16238202,"R",15592110
158088,"R",3489276,"R",7812431,"R",297133,"R",8109564,"R",11598840,"R",7657545,"R",51685,"R",3409223,"R",3460908,"R",0,"R",36572605,"R",36572605,"R",40033513,"R",5806485,"R",7812431,"R",1862151,"R",289736,"R",-36547931,"R",-26583613,"R",3507854,"R",0,"R",11901579,"R",6871634,"R",0,"R",22281067,"R",14468636,"R",0,"R",0,"R",20474330,"R",19318114,"R",1156216,"R",-27654545,"R",-85284,"R",-26583613,"R",5170360,"R",2149013,"R",496755,"R",0,"R",0,"R",0,"R",150655,"A",,"R",0,"A",,"R",587551,"R",8554334,"R",0,"R",5591283,"R",0,"R",5297364,"R",936194,"R",0,"R",86387,"R",8768,"R",0,"R",11919996,"R",20474330,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20474330,"R",6854699,"R",5065808,"R",0,"R",0,"R",0,"R",0,"R",1328768,"R",637535,"R",1490679,"R",979395,"R",3601019,"R",1321314,"R",1059949,"R",377446,"R",700,"A",,"A",,"A",,"A",,"R",4605554,"R",95261,"R",19318114,"R",8100013,"R",2871868,"R",1526699,"R",638458,"R",0,"R",6181076,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4696229,"R",33050,"R",252139,"R",0,"R",0,"R",195815,"R",5177233,"R",4117284,"R",0,"R",4117284,"R",1059949,1 ,"R",289537,"R",289736
158431,"R",12809201,"R",19980846,"R",986159,"R",20967005,"R",33776206,"R",9276215,"R",112892,"R",3599025,"R",3711917,"R",61555980,"R",0,"R",61555980,"R",65267897,"R",9400853,"R",19980846,"R",6836347,"R",960000,"R",-59393522,"R",-31616329,"R",1600000,"R",1469859,"R",15966903,"R",7744818,"R",0,"R",26781580,"R",6800734,"R",0,"R",0,"R",52369419,"R",48039452,"R",4329967,"R",-35946296,"R",0,"R",-31616329,"R",16665551,"R",2392588,"R",2332257,"R",317753,"R",0,"R",317753,"R",276389,"A",,"R",78915,"A",,"R",115635,"R",22179088,"R",0,"R",11514429,"R",0,"R",17620886,"R",877600,"R",0,"R",750,"R",66666,"R",0,"R",30080331,"R",52259419,"R",0,"R",0,"R",110000,"R",0,"R",110000,"R",52369419,"R",18368101,"R",12599992,"R",0,"R",0,"R",257597,"R",33160,"R",2139897,"R",1221654,"R",3903067,"R",1850899,"R",6034288,"R",2966221,"R",11605914,"R",2723,"R",0,"A",,"A",,"A",,"A",,"R",5727865,"R",0,"R",48039452,"R",18671926,"R",5063125,"R",2869430,"R",1199492,"R",0,"R",20235479,1 ,"R",2182558,"R",36228081,"R",7241994,"R",8498793,"R",739099,"R",23718221,"R",2158859,"R",777422,"R",17372519,"R",248367,"R",685136,"R",0,"R",189725,"R",1173698,"R",19669445,"R",8063531,"R",0,"R",8063531,"R",11605914,1 ,"R",850000,"R",960000
158662,"R",34781844,"R",57594109,"R",17694059,"R",75288168,"R",110070012,"R",32669932,"R",92500,"R",11249772,"R",11342272,"R",2290000,"R",167471403,"R",169761403,"R",181103675,"R",42850151,"R",67598670,"R",25621035,"R",3207105,"R",-177640692,"R",-81213882,"R",8804938,"Z",0,"R",86098115,"R",19209399,"R",7976440,"R",122088892,"R",51662557,"Z",0,"Z",0,"R",122560103,"R",107417247,"R",15142856,"R",-96356738,"R",0,"R",-81213882,"R",37270939,"R",7277198,"R",1814359,"R",1769506,"Z",0,"R",1769506,"R",1176750,"A",,"Z",0,"A",,"R",292753,"R",49601505,"Z",0,"R",26996976,"Z",0,"R",38078277,"Z",0,"Z",0,"Z",0,"R",575089,"R",2488646,"R",68138988,"R",117740493,"R",3412014,"R",1312000,"Z",0,"R",95596,"R",4819610,"R",122560103,"R",51000615,"R",30340562,"Z",0,"Z",0,"Z",0,"Z",0,"R",9194609,"R",5381961,"R",6909995,"R",3052550,"R",14265207,"R",4648852,"R",22123930,"R",1401639,"R",570634,"A",,"A",,"A",,"A",,"R",2521252,"R",0,"R",107417247,"R",43994559,"R",9763257,"R",11008899,"R",3532837,"R",95596,"R",39022099,1 ,"R",3197272,"R",89499141,"R",36691510,"R",30268437,"R",2368607,"R",76101393,"R",6158641,"R",2401495,"R",36884308,"R",1398401,"R",339911,"Z",0,"R",166715,"R",0,"R",38789335,"R",16665405,"Z",0,"R",16665405,"R",22123930,1 ,"R",2649515,"R",2649515
158884,"R",7027625,"R",38756626,"R",519025,"R",39275651,"R",46303276,"R",3729917,"R",319740,"R",1208491,"R",1528231,"R",10171274,"R",12407985,"R",22579259,"R",24107490,"R",2696379,"R",39000901,"R",3649389,"R",480000,"R",-19900966,"R",23229324,"R",2815145,"R",0,"R",43152358,"R",3186075,"R",22315,"R",49175893,"R",10419267,"R",0,"R",0,"R",17999973,"R",17170191,"R",829782,"R",22399542,"R",0,"R",23229324,"R",4541112,"R",348994,"R",456467,"R",62029,"Z",0,"R",62029,"R",28610,"A",,"R",0,"A",,"R",11197,"R",5448409,"Z",0,"R",4049130,"Z",0,"R",6844994,"Z",0,"Z",0,"R",14232,"R",75955,"R",741987,"R",11726298,"R",17174707,"R",0,"R",815266,"R",10000,"R",0,"R",825266,"R",17999973,"R",5566372,"R",3519911,"R",0,"R",0,"R",0,"R",0,"R",1185223,"R",574142,"R",1153308,"R",763257,"R",2663414,"R",1531237,"R",2960080,"R",1753317,"R",474194,"A",,"A",,"A",,"A",,"R",1888477,"R",0,"R",17170191,"R",6862741,"R",2139969,"R",3326809,"R",1306369,"R",75901,"R",3458402,1 ,"R",1038950,"R",11744972,"R",1871173,"R",2995133,"R",450668,"R",10491014,"R",825206,"R",734783,"R",5717997,"R",100999,"R",3674,"R",0,"R",0,"R",0,"R",5822670,"R",2862590,"R",0,"R",2862590,"R",2960080,1 ,"R",1398487,"R",1274481
159009,"R",14194279,"R",121674054,"R",25316477,"R",146990531,"R",161184810,"R",18398876,"R",3912855,"R",13600610,"R",17513465,"R",204318461,"R",0,"R",204318461,"R",221831926,"R",12671377,"R",34140584,"R",17887570,"R",7246829,"R",-114194600,"R",-54919617,"R",9414049,"Z",0,"R",207486656,"R",35263551,"R",11800278,"R",263964534,"R",142290480,"Z",0,"Z",0,"R",89365942,"R",86348859,"R",3017083,"R",-58927423,"R",990723,"R",-54919617,"R",22012267,"R",5531542,"R",670359,"R",323413,"Z",0,"R",323413,"R",25328454,"Z",0,"R",541280,"Z",0,"R",712730,"R",55120045,"Z",0,"R",14667475,"Z",0,"R",17642849,"Z",0,"Z",0,"R",439346,"R",888988,"R",39233,"R",33677891,"R",88797936,"R",568006,"Z",0,"Z",0,"R",0,"R",568006,"R",89365942,"R",18792824,"R",13984106,"R",1079544,"R",559276,"R",48138,"R",9868,"R",3383371,"R",1986854,"R",6021757,"R",2670263,"R",13274146,"R",6295625,"R",5298489,"R",21722506,"R",4929033,"Z",0,"Z",0,"Z",0,"Z",0,"R",16728084,"R",1851193,"R",86348859,"R",32286218,"R",7875892,"R",5145909,"R",6990726,"R",2335512,"R",31714602,1 ,"R",4534866,"R",58657218,"R",6352723,"R",13071600,"R",901461,"R",55161576,"R",6318654,"R",2372794,"R",17020398,"R",622451,"R",670359,"Z",0,"Z",0,"R",5437426,"R",23750634,"R",17170266,"R",1281879,"R",18452145,"R",5298489,1 ,"R",7246829,"R",7246829
