UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3C08,F3C08,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E041,F3E041,XF3E042,F3E042,XF3E051,F3E051,XF3E101,F3E101,XF3E102,F3E102,XF3E061,F3E061,XF3E062,F3E062,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E074,F3E074,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03   
207102,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",515839,"R",6464,"R",0,"R",0,"R",0,"R",0,"R",522303,"R",0,"R",0,"R",0,"R",977542,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",64208,"A",,"A",,"R",0,"R",1041750,"R",208497,"R",208497,"R",0,"R",0,"R",0,"R",0,"R",67154,"R",0,"R",0,"R",0,"R",9415,"R",9415,"A",,"A",,"R",0,"A",,"A",,"R",481801,"R",0,"R",766867,"R",217912,"R",0,"R",0,"R",0,"R",0,"R",548955,"A",,"A",,-2
207254,"R",27364323,"R",0,"R",7359989,"R",7046577,"R",16534869,"R",912785,"R",10829454,"R",27364323,"R",0,"R",2417907,"R",10719330,"R",0,"R",0,"R",13137237,"R",5777248,"R",7359989,"R",31986233,"R",32490158,"R",0,"R",-503925,"R",0,"R",11333379,"R",0,"R",10829454,"R",2782820,"R",152332,"R",0,"R",0,"R",0,"R",306252,"R",3241404,"R",165588,"R",0,"R",165588,"R",30034465,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1430,"R",0,"R",1950338,"R",0,"R",0,"R",31986233,"R",13716681,"R",7907439,"R",0,"R",0,"R",0,"R",0,"R",2345532,"R",688031,"R",3088051,"R",1559532,"R",12823161,"R",1904925,"R",516733,"R",49640,"R",0,"R",0,"R",0,"R",0,"R",0,"R",32490158,"R",12109567,"R",296994,"R",1939098,"R",2025272,"R",967214,"R",15152013,"R",0,"R",0, 3
207272,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",144380,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",144380,"Z",0,"Z",0,"Z",0,"R",171668,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",37483,"A",,"A",,"R",0,"R",209151,"R",64688,"R",41792,"Z",0,"Z",0,"Z",0,"Z",0,"R",4077,"R",0,"R",0,"R",0,"R",137998,"R",0,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",206763,"R",41792,"Z",0,"R",24828,"R",18543,"R",7546,"R",114054,"A",,"A",,-2
207704,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",341372,"R",11774,"R",0,"R",0,"R",0,"R",0,"R",353146,"R",0,"R",0,"R",0,"R",1242261,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",83971,"A",,"A",,"R",0,"R",1326232,"R",619852,"R",430923,"R",0,"R",0,"R",0,"R",0,"R",2697,"R",0,"R",2712,"R",0,"R",269881,"R",140890,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",895142,"R",571813,"R",0,"R",56494,"R",12870,"R",0,"R",253965,"A",,"A",,-2
207786,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",152653,"R",0,"R",0,"R",0,"R",0,"R",0,"R",152653,"R",0,"R",0,"R",0,"R",223058,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",108126,"A",,"A",,"R",0,"R",331184,"R",41205,"R",24800,"R",8068,"R",0,"R",5595,"R",0,"R",4377,"R",300,"R",167,"R",150,"R",159491,"R",500,"A",,"A",,"R",0,"A",,"A",,"R",26100,"R",350,"R",245003,"R",26100,"R",0,"R",159491,"R",5595,"R",167,"R",53650,"A",,"A",,-2
207962,"R",12345455,"R",0,"R",483705,"R",0,"R",1592812,"R",74450,"R",10752643,"R",12345455,"R",305307,"R",0,"R",233165,"R",14446,"R",28509,"R",581427,"R",97722,"R",483705,"R",14656656,"R",13887071,"R",0,"R",769585,"R",4028109,"R",5954949,"R",0,"R",10752643,"R",3242974,"R",1598370,"R",178562,"R",986,"R",177576,"R",1498662,"R",6518568,"R",1498662,"R",0,"R",1498662,"R",14502163,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",154493,"R",0,"A",,"R",0,"R",14656656,"R",2223476,"R",1824322,"R",0,"R",0,"R",0,"R",0,"R",1591120,"R",0,"R",1331791,"R",765874,"R",5344089,"R",1975184,"R",0,"R",0,"R",0,"A",,"A",,"R",3396595,"R",0,"R",13887071,"R",4565380,"R",674409,"R",526567,"R",335903,"R",9845,"R",7774967,"R",172998,"R",150092, 1
208044,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",83859,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",83859,"Z",0,"Z",0,"Z",0,"R",217223,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24456,"A",,"A",,"R",0,"R",241679,"R",29655,"R",14827,"R",0,"R",0,"R",0,"R",0,"R",9884,"R",9884,"R",9884,"R",9884,"R",9884,"R",9884,"A",,"A",,"R",0,"A",,"A",,"R",74867,"R",3,"R",134174,"R",44482,"R",0,"R",48012,"R",10604,"R",0,"R",31076,"A",,"A",,-2
208187,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",488239,"Z",0,"Z",0,"Z",0,"Z",0,"R",750,"R",488989,"Z",0,"Z",0,"Z",0,"R",1537363,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",346585,"A",,"A",,"R",0,"R",1883948,"R",315541,"R",260072,"Z",0,"Z",0,"Z",0,"Z",0,"R",126055,"R",119492,"R",88981,"R",84348,"R",295495,"R",238985,"A",,"A",,"Z",0,"A",,"A",,"R",1279249,"R",0,"R",2105321,"R",702897,"R",38608,"R",19974,"R",22900,"R",0,"R",1320942,"A",,"A",,-2
208433,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",305184,"R",0,"R",0,"R",0,"R",0,"R",0,"R",305184,"R",0,"R",0,"R",0,"R",473774,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",96867,"A",,"A",,"R",0,"R",570641,"R",69669,"R",69669,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",65097,"R",65097,"A",,"A",,"R",0,"A",,"A",,"R",400274,"R",0,"R",535040,"R",134766,"R",0,"R",39236,"R",11012,"R",0,"R",350026,"A",,"A",,-2
208479,"R",2962000,"R",0,"R",272000,"R",0,"R",2296000,"R",0,"R",666000,"R",2962000,"R",0,"R",1041000,"R",1363000,"R",0,"R",36000,"R",2440000,"R",2168000,"R",272000,"R",8570000,"R",7904000,"R",0,"R",666000,"R",0,"R",1020000,"R",-1020000,"R",666000,"R",1655000,"R",47000,"R",235000,"R",0,"R",235000,"R",169000,"R",2106000,"R",169000,"R",0,"R",169000,"R",6633000,"R",1702000,"R",0,"R",1702000,"R",235000,"Z",0,"R",0,"R",0,"R",235000,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",8570000,"R",2888000,"R",1999000,"R",0,"R",0,"R",0,"R",0,"R",585000,"R",581000,"R",809000,"R",757000,"R",3622000,"R",275000,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",0,"R",7904000,"R",3612000,"R",433000,"R",1198000,"R",204000,"R",36000,"R",2421000,"R",-521000,"R",0, 1
208512,"R",2850641,"R",0,"R",330461,"R",0,"R",1303009,"R",0,"R",1547632,"R",2850641,"R",0,"R",0,"R",1336811,"R",0,"R",0,"R",1336811,"R",1006350,"R",330461,"R",6749048,"R",5143442,"R",1,"R",1605607,"R",0,"R",903127,"R",-961102,"R",1547632,"R",1011272,"R",25500,"R",0,"R",0,"R",0,"R",56706,"R",1093478,"R",0,"R",0,"R",0,"R",6502785,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",59710,"R",0,"R",0,"A",,"R",186553,"R",6749048,"R",1988119,"R",1354892,"R",0,"R",0,"R",0,"R",0,"R",105000,"R",105000,"R",300000,"R",300000,"R",2261339,"R",768393,"R",488983,"R",0,"R",0,"A",,"A",,"R",1,"R",0,"R",5143442,"R",2528285,"R",153230,"R",0,"R",136514,"R",24437,"R",2300976,"A",,"A",,-2
208637,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",373455,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",373455,"Z",0,"Z",0,"Z",0,"R",2743222,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",92917,"A",,"A",,"R",0,"R",2836139,"R",555012,"R",513900,"R",0,"R",0,"R",0,"R",0,"R",267375,"R",159204,"R",329036,"R",290968,"R",1849903,"R",376770,"A",,"A",,"R",0,"A",,"A",,"R",1,"R",0,"R",3001327,"R",1340842,"R",107267,"R",34891,"R",0,"R",0,"R",1518327,"A",,"A",,-2
208859,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",168192,"Z",0,"R",18985,"R",3045,"R",15940,"Z",0,"R",187177,"Z",0,"Z",0,"Z",0,"R",537367,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",170456,"A",,"A",,"R",0,"R",707823,"R",365697,"R",310842,"Z",0,"Z",0,"R",3862,"Z",0,"R",0,"R",0,"R",6373,"R",5417,"R",306500,"R",260525,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",682432,"R",576784,"R",101785,"Z",0,"Z",0,"Z",0,"R",3863,"A",,"A",,-2
209153,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",142799,"R",5703,"R",897,"Z",0,"R",897,"R",1500,"R",150899,"Z",0,"Z",0,"Z",0,"R",318033,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",100882,"A",,"A",,"R",1,"R",418916,"R",216433,"R",183968,"Z",0,"Z",0,"R",2286,"Z",0,"R",0,"Z",0,"R",3772,"R",3206,"R",181398,"R",154188,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",403889,"R",341362,"R",60240,"Z",0,"Z",0,"Z",0,"R",2287,"A",,"A",,-2
209205,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2013405,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2013405,"Z",0,"Z",0,"Z",0,"R",5943441,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",768915,"A",,"A",,"R",0,"R",6712356,"R",1902970,"R",907367,"Z",0,"Z",0,"Z",0,"Z",0,"R",143485,"R",1255,"R",684466,"R",400008,"R",3191710,"R",1216122,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",5922631,"R",2524752,"R",268358,"R",1198865,"R",218119,"R",5305,"R",1707232,"A",,"A",,-2
209667,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",230595,"R",4625,"R",8164,"R",5119,"R",3045,"Z",0,"R",243384,"Z",0,"Z",0,"Z",0,"R",493500,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",156542,"A",,"A",,"R",0,"R",650042,"R",335844,"R",285467,"Z",0,"Z",0,"R",3547,"Z",0,"R",0,"R",0,"R",5853,"R",4975,"R",281479,"R",239258,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",626723,"R",529700,"R",93476,"Z",0,"Z",0,"Z",0,"R",3547,"A",,"A",,-2
209676,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",315827,"R",5212,"R",23150,"R",897,"R",22253,"Z",0,"R",344189,"Z",0,"Z",0,"Z",0,"R",910233,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",288732,"A",,"A",,"R",1,"R",1198966,"R",619445,"R",526529,"Z",0,"Z",0,"R",6542,"R",6542,"R",0,"Z",0,"R",10796,"R",9176,"R",519173,"R",441297,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",1155956,"R",983544,"R",172412,"R",0,"Z",0,"Z",0,"R",0,"A",,"A",,-2
209694,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",137120,"R",4914,"R",23150,"R",897,"R",22253,"R",0,"R",165184,"Z",0,"Z",0,"Z",0,"R",394800,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",125233,"A",,"A",,"R",0,"R",520033,"R",268675,"R",228374,"Z",0,"Z",0,"R",2837,"R",0,"R",0,"Z",0,"R",4683,"R",3980,"R",225183,"R",191406,"A",,"A",,"Z",0,"A",,"A",,"R",1,"R",0,"R",501379,"R",423760,"R",74781,"Z",0,"Z",0,"Z",0,"R",2838,"A",,"A",,-2
209700,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",540194,"R",0,"R",0,"R",0,"R",0,"R",0,"R",540194,"R",0,"R",0,"R",0,"R",1352777,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-3803,"R",373002,"A",,"A",,"R",1,"R",1721977,"R",392632,"R",347277,"R",0,"R",0,"R",0,"R",0,"R",368138,"R",185131,"R",260240,"R",185131,"R",720516,"R",17765,"A",,"A",,"R",0,"A",,"A",,"R",307,"R",1,"R",1741833,"R",735305,"R",23008,"R",509120,"R",41531,"R",23183,"R",409686,"A",,"A",,-2
209719,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",222103,"Z",0,"R",897,"R",897,"Z",0,"Z",0,"R",223000,"Z",0,"Z",0,"Z",0,"R",447225,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",130951,"A",,"A",,"R",0,"R",578176,"R",98200,"R",77653,"R",0,"R",0,"R",0,"R",0,"R",8500,"R",8000,"R",70000,"R",68000,"R",50000,"R",45000,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",226700,"R",198653,"R",17200,"R",10,"R",6846,"R",0,"R",3991,"A",,"A",,-2
210076,"R",4097855,"R",0,"R",113682,"R",0,"R",1603845,"R",0,"R",2494010,"R",4097855,"R",0,"R",0,"R",2383977,"R",0,"R",561193,"R",2945170,"R",2831488,"R",113682,"R",14245202,"R",14702308,"R",0,"R",-457106,"R",0,"R",3133231,"R",-182115,"R",2494010,"R",3063582,"R",0,"R",0,"R",0,"R",0,"R",62486,"R",3126068,"R",62486,"R",0,"R",62486,"R",14245202,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14245202,"R",7351083,"R",3594030,"R",0,"R",0,"R",0,"R",0,"R",548405,"R",383662,"R",3700599,"R",834421,"R",3102221,"R",1244221,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14702308,"R",6056334,"R",1030458,"R",2010934,"R",77226,"R",0,"R",5527356,"A",,"A",,-2
210340,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",283317,"R",0,"R",0,"R",0,"R",0,"R",0,"R",283317,"R",0,"R",0,"R",0,"R",549943,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",115,"R",75419,"A",,"A",,"R",0,"R",625477,"R",137894,"R",107012,"R",0,"R",0,"R",0,"R",0,"R",108269,"R",43969,"R",101949,"R",43968,"R",201216,"R",69423,"A",,"A",,"R",2984,"A",,"A",,"R",0,"R",0,"R",552312,"R",264372,"R",0,"R",74002,"R",10133,"R",10,"R",203795,"A",,"A",,-2
210474,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",267866,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",267866,"Z",0,"Z",0,"Z",0,"R",1028770,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",1028770,"R",273429,"R",172668,"Z",0,"Z",0,"Z",0,"Z",0,"R",14391,"R",9088,"R",104226,"R",3896,"R",592946,"R",128175,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",984992,"R",313827,"R",6740,"R",111488,"R",2917,"Z",0,"R",550020,"A",,"A",,-2
210599,"R",8949072,"R",0,"R",353507,"R",13500,"R",2699138,"R",0,"R",6249934,"R",8949072,"R",0,"R",952710,"R",2434102,"R",121141,"R",0,"R",3507953,"R",3154446,"R",353507,"R",9243873,"R",9522529,"R",1,"R",-278655,"R",0,"R",6528590,"R",-1,"R",6249934,"R",3071595,"R",99847,"R",381473,"R",355430,"R",26043,"R",50390,"R",3603305,"R",50390,"R",0,"R",50390,"R",9243125,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",748,"Z",0,"Z",0,"A",,"R",0,"R",9243873,"R",3772271,"R",2382209,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",2348146,"R",816447,"R",3402112,"R",598380,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",0,"R",9522529,"R",3797036,"R",417067,"R",1018624,"R",150055,"R",4139746,"R",1,"R",0,"R",0, 3
210711,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",504347,"Z",0,"Z",0,"Z",0,"Z",0,"R",1500,"R",505847,"Z",0,"Z",0,"Z",0,"R",1350831,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",89514,"A",,"A",,"R",0,"R",1440345,"R",513326,"R",288195,"Z",0,"Z",0,"Z",0,"Z",0,"R",254290,"R",111331,"R",268102,"R",52066,"R",165006,"R",21734,"A",,"A",,"Z",0,"A",,"A",,"R",211225,"R",0,"R",1411949,"R",473326,"R",16566,"R",582522,"R",18120,"R",1607,"R",319808,"A",,"A",,-2
210748,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",93913,"R",0,"R",0,"R",0,"R",0,"R",0,"R",93913,"R",0,"R",0,"R",0,"R",473164,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-325,"R",122449,"A",,"A",,"R",0,"R",595288,"R",621837,"R",204081,"R",0,"R",0,"R",0,"R",0,"R",18335,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",640172,"R",204081,"R",29727,"R",0,"R",356107,"R",72,"R",50185,"A",,"A",,-2
210784,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",961030,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",961030,"Z",0,"Z",0,"Z",0,"R",3395066,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",273542,"A",,"A",,"R",0,"R",3668608,"R",1396864,"R",562714,"Z",0,"Z",0,"Z",0,"Z",0,"R",633079,"R",238170,"R",471668,"R",154517,"R",243975,"R",157783,"A",,"A",,"Z",0,"A",,"A",,"R",872633,"R",0,"R",3618219,"R",1113184,"R",35780,"R",1180664,"R",108616,"R",37779,"R",1142196,"A",,"A",,-2
211006,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1353832,"R",0,"R",694401,"R",694401,"R",0,"R",154237,"R",2202470,"R",154237,"R",0,"R",154237,"R",5416371,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",22079,"R",26360,"A",,"A",,"R",65306,"R",5530116,"R",3552852,"R",1898642,"R",0,"R",0,"R",0,"R",0,"R",144610,"R",112845,"R",175849,"R",142895,"R",902248,"R",284392,"A",,"A",,"R",0,"A",,"A",,"R",406927,"R",272936,"R",5182486,"R",2711710,"R",306657,"R",283047,"R",134537,"R",5521,"R",1741014,"A",,"A",,-2
211316,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",112209,"R",104614,"Z",0,"Z",0,"Z",0,"R",0,"R",216823,"Z",0,"Z",0,"Z",0,"R",549069,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",8051,"R",56727,"A",,"A",,"R",0,"R",613847,"R",259228,"R",157011,"Z",0,"Z",0,"Z",0,"R",0,"R",63141,"R",48973,"R",66451,"R",48833,"R",162138,"R",46665,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",550958,"R",301482,"R",1737,"R",54006,"R",14282,"R",8829,"R",170622,"A",,"A",,-2
211334,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",228731,"R",0,"R",18036,"R",18036,"R",0,"R",0,"R",246767,"R",0,"R",0,"R",0,"R",453399,"R",0,"R",0,"R",0,"R",18036,"R",18036,"R",0,"R",0,"R",0,"R",0,"R",0,"R",52904,"A",,"A",,"R",1626,"R",525965,"R",307769,"R",74280,"R",0,"Z",0,"R",0,"Z",0,"R",136154,"R",35700,"R",44352,"R",1300,"R",67725,"R",35700,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",556000,"R",146980,"R",43047,"R",5000,"R",2474,"R",0,"R",358499,"A",,"A",,-2
211477,"R",21282140,"R",0,"R",14460010,"R",1169419,"R",2935373,"R",0,"R",18346767,"R",21282140,"R",4792005,"R",21130373,"R",6564561,"R",53427,"R",0,"R",32540366,"R",18080356,"R",14460010,"R",18006230,"R",18705510,"R",0,"R",-699280,"R",375672,"R",18670375,"R",0,"R",18346767,"R",2386643,"R",110880,"R",1478275,"R",1478275,"R",0,"R",663632,"R",4639430,"R",650924,"R",0,"R",650924,"R",17118930,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",61536,"R",0,"R",753487,"R",0,"R",72277,"R",18006230,"R",6672349,"R",3874820,"R",0,"R",0,"R",0,"R",0,"R",1493971,"R",572177,"R",3495615,"R",2026659,"R",6241220,"R",2084664,"R",802355,"R",93414,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18705510,"R",8651734,"R",2282802,"R",1314477,"R",1729909,"R",20978,"R",4705610,"A",,"A",,-2
