UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3C08,F3C08,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E041,F3E041,XF3E042,F3E042,XF3E051,F3E051,XF3E101,F3E101,XF3E102,F3E102,XF3E061,F3E061,XF3E062,F3E062,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E074,F3E074,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03   
101116,"R",3195000,"R",0,"R",1748909,"R",0,"R",429000,"R",0,"R",2766000,"R",3195000,"R",0,"R",1550990,"R",719757,"R",0,"R",21462,"R",2292209,"R",543300,"R",1748909,"R",8262500,"R",8903500,"R",0,"R",-641000,"R",496000,"R",2911000,"R",0,"R",2766000,"R",1310777,"R",1979075,"R",34630,"R",34630,"R",0,"R",710514,"R",4034996,"R",0,"R",0,"R",0,"R",4817068,"R",3289852,"R",0,"R",3289852,"R",34630,"R",0,"R",34630,"R",0,"R",0,"R",0,"R",0,"R",0,"R",120950,"R",0,"R",0,"R",8262500,"R",2786544,"R",1838011,"R",0,"R",0,"R",0,"R",0,"R",502055,"R",352809,"R",1064566,"R",716239,"R",4391895,"R",346435,"R",158440,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8903500,"R",3253494,"R",619512,"R",1452576,"R",442627,"R",0,"R",3135291,"R",0,"R",0, 1
101277,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",384247,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",384247,"Z",0,"Z",0,"Z",0,"R",697022,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6423,"R",109625,"A",,"A",,"R",0,"R",813070,"R",281292,"R",240182,"R",0,"R",0,"R",0,"R",0,"R",11474,"R",872,"R",17890,"R",1676,"R",296089,"R",46650,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",606745,"R",289380,"R",13611,"R",137969,"R",18241,"R",180,"R",147364,"A",,"A",,-2
102845,"R",44521062,"R",0,"R",2519263,"R",3473191,"R",5364650,"R",0,"R",39156412,"R",44521062,"R",0,"R",8912679,"R",7983055,"R",24941,"R",0,"R",16920675,"R",14401412,"R",2519263,"R",51959639,"R",48897856,"R",-532808,"R",2528975,"R",0,"R",36627437,"R",0,"R",39156412,"R",13807145,"R",618167,"R",1577458,"R",1126566,"R",450892,"R",5985345,"R",21988115,"R",5985345,"R",0,"R",5985345,"R",51796453,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",163186,"R",0,"R",0,"R",0,"R",0,"R",51959639,"R",16608738,"R",6874341,"R",0,"R",0,"R",0,"R",0,"R",1964469,"R",1315757,"R",17558097,"R",8046085,"R",10243360,"R",3560856,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2523192,"R",101763,"R",48897856,"R",19898802,"R",3532337,"R",5230580,"R",1293692,"R",0,"R",18942445,"R",0,"R",0, 1
103501,"R",4984183,"R",1732669,"R",2660520,"R",0,"R",1960171,"R",902042,"R",3024012,"R",4984183,"R",450000,"R",2775507,"R",627936,"R",0,"R",968186,"R",4821629,"R",2161109,"R",2660520,"R",4875437,"R",4717825,"R",0,"R",157612,"R",0,"R",3222405,"R",-356005,"R",3024012,"R",1316729,"R",172672,"R",498244,"R",498244,"R",0,"R",5000,"R",1992645,"R",0,"R",0,"R",0,"R",4715127,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",96477,"R",63833,"R",0,"A",,"R",0,"R",4875437,"R",1970558,"R",943630,"R",0,"R",0,"R",0,"R",0,"R",2204149,"R",988833,"R",244115,"R",150228,"R",299003,"R",19586,"Z",0,"R",0,"Z",0,"A",,"A",,"R",0,"R",0,"R",4717825,"R",2102277,"R",126438,"R",8465,"R",0,"R",0,"R",2480645,"A",,"A",,-2
103741,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",534057,"R",9450,"R",40600,"R",40600,"R",0,"R",20650,"R",604757,"R",0,"R",0,"R",0,"R",1142941,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",99633,"A",,"A",,"R",232503,"R",1475077,"R",1025153,"R",270431,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",56493,"R",48470,"R",177466,"R",59570,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",1259112,"R",378471,"R",62644,"R",379547,"R",18190,"R",0,"R",420260,"A",,"A",,-2
103893,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6352926,"R",163125,"R",480649,"R",480649,"R",0,"R",117715,"R",7114415,"R",117715,"R",0,"R",117715,"R",21133955,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2154733,"A",,"R",0,"R",23288688,"R",7789096,"R",6151636,"R",0,"R",0,"R",0,"R",0,"R",10054144,"R",733785,"R",3360437,"R",2223497,"R",3471489,"R",88932,"R",1200466,"R",0,"R",0,"A",,"A",,"R",0,"R",0,"R",25875632,"R",9197850,"R",2182652,"R",2692019,"R",499380,"R",0,"R",11303731,"A",,"A",,-2
103954,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",212635,"R",4546,"R",3018,"R",0,"R",3018,"R",490,"R",220689,"R",0,"R",0,"R",0,"R",578916,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",56819,"A",,"A",,"R",0,"R",635735,"R",73634,"R",73634,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",41156,"R",41156,"R",302955,"R",125000,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",417745,"R",239790,"R",0,"R",0,"R",0,"R",0,"R",177955,"A",,"A",,-2
103963,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2414317,"R",64540,"R",9403,"R",9403,"R",0,"R",0,"R",2488260,"R",0,"R",0,"R",0,"R",11423138,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",16591,"R",11439729,"R",4211057,"R",2157389,"R",0,"R",0,"R",0,"R",0,"R",622250,"R",455038,"R",715197,"R",503390,"R",604069,"R",417753,"A",,"A",,"R",0,"A",,"A",,"R",2793648,"R",0,"R",8946221,"R",3533570,"R",670563,"R",774529,"R",39875,"R",207,"R",3927477,"A",,"A",,-2
104090,"R",15223396,"R",0,"R",2334002,"R",1500496,"R",9278785,"R",712335,"R",5944611,"R",15223396,"R",0,"R",712335,"R",2334002,"R",0,"R",5894202,"R",8940539,"R",6606537,"R",2334002,"R",34325029,"R",30030538,"R",-2867656,"R",1426835,"R",450000,"R",5170625,"R",-1102849,"R",5944611,"R",10082253,"R",139522,"R",0,"R",0,"R",0,"R",2628888,"R",12850663,"R",0,"R",0,"R",0,"R",34325029,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",34325029,"R",11288000,"R",8032500,"R",0,"Z",0,"R",0,"Z",0,"R",6195819,"R",3751842,"R",461000,"R",204623,"R",10195087,"R",258941,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1890632,"R",0,"R",30030538,"R",12247906,"Z",0,"R",3902805,"R",1195347,"R",280846,"R",12403634,"R",0,"R",0, 3
104391,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",191852,"R",0,"R",0,"R",0,"R",0,"R",0,"R",191852,"R",0,"R",0,"R",0,"R",452934,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39683,"A",,"A",,"R",1061,"R",493678,"R",259801,"R",204957,"R",0,"R",0,"R",0,"R",0,"R",72129,"R",17188,"R",34128,"R",33801,"R",71249,"R",33981,"A",,"A",,"R",0,"A",,"A",,"R",54336,"R",0,"R",491643,"R",289927,"R",0,"R",56568,"R",30663,"R",7114,"R",107371,"A",,"A",,-2
104434,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",151810,"R",2475,"R",64069,"R",64069,"R",0,"R",20505,"R",238859,"R",0,"R",0,"R",0,"R",416182,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",65817,"A",,"A",,"R",66890,"R",548889,"R",374414,"R",114375,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",38231,"R",33215,"R",102865,"R",65000,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",515510,"R",212590,"R",32106,"R",113612,"R",10591,"R",0,"R",146611,"A",,"A",,-2
104443,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",285646,"R",5625,"R",1500,"R",1500,"R",0,"R",18375,"R",311146,"R",0,"R",0,"R",0,"R",537339,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",68412,"A",,"A",,"R",139521,"R",745272,"R",582658,"R",161760,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",57694,"R",47271,"R",201806,"R",46154,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",842158,"R",255185,"R",56264,"R",186406,"R",6860,"R",0,"R",337443,"A",,"A",,-2
104568,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1420855,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1420855,"R",0,"R",0,"R",0,"R",4292524,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",411000,"A",,"A",,"R",3602,"R",4707126,"R",2026132,"R",635408,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",659407,"R",187023,"R",800354,"R",353957,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",3485893,"R",1176388,"R",154611,"R",36518,"R",111880,"R",0,"R",2006496,"A",,"A",,-2
104717,"R",1647641748,"R",0,"R",1168479545,"R",130500000,"R",1259970594,"R",1069912419,"R",387671154,"R",1647641748,"R",112598930,"R",948816817,"R",66656849,"R",79583290,"R",1171395,"R",1208827281,"R",40347736,"R",1168479545,"R",1476525923,"R",1088854769,"R",1,"R",387671155,"R",0,"R",0,"R",-1,"R",387671154,"R",156073735,"R",11581075,"R",165933,"R",165933,"Z",0,"R",231718630,"R",399539373,"R",231718630,"Z",0,"R",231718630,"R",946359990,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",366765598,"R",145551537,"R",13469363,"Z",0,"R",4379435,"R",1476525923,"R",170608084,"R",109452768,"R",0,"R",0,"R",4820998,"R",3697272,"R",120204682,"R",35366592,"R",412159603,"R",269259682,"R",333499741,"R",56394531,"R",47561661,"R",8400378,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",1088854769,"R",482571223,"R",61360192,"R",56973647,"R",54863247,"R",52689701,"R",380396759,"R",0,"R",0, 3
105215,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3323000,"R",4079000,"R",0,"R",0,"R",0,"R",0,"R",7402000,"R",929000,"R",0,"R",929000,"R",14480000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",727000,"A",,"A",,"R",71000,"R",15278000,"R",5130000,"R",3040000,"R",0,"R",0,"R",0,"R",0,"R",3238000,"R",315000,"R",7287000,"R",3013000,"R",3627000,"R",348000,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",19282000,"R",6716000,"R",1361000,"R",2191000,"R",1048000,"R",0,"R",7966000,"A",,"A",,-2
105534,"R",17934059,"Z",0,"R",550873,"Z",0,"R",4141528,"Z",0,"R",13792531,"R",17934059,"R",510000,"R",1925366,"R",2881079,"Z",0,"Z",0,"R",5316445,"R",4765572,"R",550873,"R",30121393,"R",19719607,"R",0,"R",10401786,"R",-8335659,"R",11726404,"R",0,"R",13792531,"R",5434827,"R",98219,"R",20641,"R",20641,"Z",0,"R",232358,"R",5786045,"Z",0,"Z",0,"Z",0,"R",24443349,"Z",0,"Z",0,"Z",0,"R",20641,"Z",0,"R",20641,"Z",0,"Z",0,"R",232358,"R",-108001,"Z",0,"Z",0,"Z",0,"R",5533046,"R",30121393,"R",9025157,"R",4388131,"Z",0,"Z",0,"Z",0,"Z",0,"R",487333,"R",438813,"R",4881790,"R",2480835,"R",5092969,"R",1808640,"Z",0,"Z",0,"R",232358,"Z",0,"Z",0,"R",0,"R",0,"R",19719607,"R",9116419,"R",2695183,"R",1302870,"R",246933,"Z",0,"R",6358202,"A",,"A",,-2
105543,"R",7574086,"Z",0,"R",670685,"Z",0,"R",4782261,"Z",0,"R",2791825,"R",7574086,"Z",0,"R",2750402,"R",1903480,"Z",0,"Z",0,"R",4653882,"R",3983197,"R",670685,"R",11618232,"R",10857838,"R",0,"R",760394,"R",-1582936,"R",3614366,"R",1,"R",2791825,"R",2613601,"R",49341,"Z",0,"Z",0,"Z",0,"R",23285,"R",2686227,"Z",0,"Z",0,"Z",0,"R",8821819,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",23285,"R",-33290,"R",143476,"Z",0,"A",,"R",2662942,"R",11618232,"R",5259308,"R",3105549,"Z",0,"Z",0,"Z",0,"Z",0,"R",345089,"R",310555,"R",2035317,"R",1026842,"R",3194839,"R",687725,"Z",0,"Z",0,"R",23285,"A",,"A",,"R",0,"R",0,"R",10857838,"R",5130671,"R",1075866,"R",1233405,"R",459749,"Z",0,"R",2958147,"A",,"A",,-2
105659,"R",17031959,"R",0,"R",1049625,"R",13759582,"R",3875599,"R",138421,"R",13156360,"R",17031959,"R",734968,"R",0,"R",345679,"R",0,"R",54652,"R",1135299,"R",85674,"R",1049625,"R",14600654,"R",11420179,"R",0,"R",3180475,"R",3794066,"R",13769951,"R",-7588132,"R",13156360,"R",3551853,"R",46811,"R",2645989,"R",2291069,"R",354920,"R",711984,"R",6956637,"R",711984,"R",0,"R",711984,"R",14548060,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",52594,"R",0,"A",,"R",0,"R",14600654,"R",1910468,"R",1532917,"R",0,"R",0,"R",0,"R",0,"R",1086393,"R",0,"R",925921,"R",685926,"R",3804831,"R",931283,"R",0,"R",0,"R",0,"A",,"A",,"R",3692566,"R",0,"R",11420179,"R",3150126,"R",564896,"R",752531,"R",281917,"R",8021,"R",6662688,"R",822621,"R",278387, 1
105677,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",40580,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",40580,"Z",0,"Z",0,"Z",0,"R",369396,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",211674,"A",,"A",,"R",0,"R",581070,"R",435849,"R",282984,"Z",0,"Z",0,"Z",0,"Z",0,"R",130000,"R",100000,"R",25000,"Z",0,"R",15000,"Z",0,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",605849,"R",382984,"R",0,"R",0,"R",3678,"R",2488,"R",216699,"A",,"A",,-2
106041,"R",110627000,"R",0,"R",5597000,"R",0,"R",43304000,"R",0,"R",67323000,"R",110627000,"R",0,"R",0,"R",27158000,"R",621000,"R",40367000,"R",68146000,"R",62549000,"R",5597000,"R",39081000,"R",34320000,"R",702000,"R",5463000,"R",-4552000,"R",66412000,"R",0,"R",67323000,"R",7097000,"R",6075000,"R",36000,"R",36000,"R",0,"R",0,"R",13208000,"R",2275000,"R",0,"R",2275000,"R",38355000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",726000,"R",0,"A",,"R",0,"R",39081000,"R",8608000,"R",5148000,"R",0,"R",0,"R",0,"R",0,"R",5153000,"R",59000,"R",12758000,"R",5953000,"R",7801000,"R",457000,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",0,"R",34320000,"R",11617000,"R",2352000,"R",4500000,"R",1091000,"R",0,"R",14760000,"R",0,"R",0, 3
106111,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",434950,"R",7200,"R",0,"R",0,"R",0,"R",22900,"R",465050,"R",0,"R",0,"R",0,"R",805801,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",91843,"A",,"A",,"R",223212,"R",1120856,"R",1226676,"R",287739,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",115872,"R",99730,"R",266843,"R",60155,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",1609391,"R",447624,"R",72450,"R",584958,"R",314,"R",0,"R",504045,"A",,"A",,-2
106315,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",399279,"R",0,"R",0,"R",0,"R",0,"R",0,"R",399279,"R",0,"R",0,"R",0,"R",399279,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",113987,"A",,"A",,"R",286588,"R",799854,"R",118444,"R",104220,"R",0,"R",0,"R",0,"R",0,"R",17017,"R",17010,"R",14895,"R",7895,"R",62000,"R",31454,"A",,"A",,"R",0,"A",,"A",,"R",35000,"R",10442,"R",247356,"R",171021,"R",18997,"R",4522,"R",0,"R",0,"R",52816,"A",,"A",,-2
106324,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",96726,"R",0,"R",0,"R",0,"R",0,"R",0,"R",96726,"R",0,"R",0,"R",0,"R",193470,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31058,"A",,"A",,"R",0,"R",224528,"R",77565,"R",56428,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",133292,"R",28013,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",210857,"R",84441,"R",18045,"R",31319,"R",12871,"R",436,"R",63745,"A",,"A",,-2
106351,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",422323,"R",0,"R",0,"R",0,"R",0,"R",0,"R",422323,"R",0,"R",0,"R",0,"R",1821408,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",377,"R",175300,"A",,"A",,"R",0,"R",1997085,"R",408000,"R",396251,"R",0,"R",0,"R",0,"R",0,"R",12015,"R",10122,"R",41227,"R",20141,"R",81021,"R",73255,"A",,"A",,"R",0,"A",,"A",,"R",238592,"R",198115,"R",780855,"R",697884,"R",41745,"R",19028,"R",0,"R",0,"R",22198,"A",,"A",,-2
106360,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",156480,"R",0,"R",0,"R",0,"R",0,"R",0,"R",156480,"R",0,"R",0,"R",0,"R",321734,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2538,"A",,"A",,"R",0,"R",324272,"R",189724,"R",111882,"R",0,"R",0,"R",0,"R",0,"R",6849,"R",0,"R",0,"R",0,"R",114157,"R",27110,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",310730,"R",138992,"R",693,"R",37865,"R",7311,"R",802,"R",125067,"A",,"A",,-2
106494,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",408308,"R",0,"R",0,"R",0,"R",0,"R",0,"R",408308,"R",0,"R",0,"R",0,"R",1072446,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8462,"A",,"A",,"R",0,"R",1080908,"R",632414,"R",447526,"R",0,"R",0,"R",0,"R",0,"R",24201,"R",0,"R",0,"R",0,"R",399200,"R",90366,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",1055815,"R",537892,"R",2311,"R",126218,"R",24371,"R",2674,"R",362349,"A",,"A",,-2
106892,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2070377,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2070377,"Z",0,"Z",0,"Z",0,"R",2070377,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1922588,"Z",0,"A",,"A",,"R",0,"R",3992965,"R",724885,"R",521627,"Z",0,"Z",0,"Z",0,"Z",0,"R",2213453,"R",146307,"R",560470,"R",440623,"R",342659,"R",342659,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",3841467,"R",1451216,"R",105433,"R",141994,"R",56090,"R",0,"R",2086734,"A",,"A",,-2
106908,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1755766,"Z",0,"R",3315,"R",3315,"Z",0,"Z",0,"R",1759081,"Z",0,"Z",0,"Z",0,"R",5045980,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5675,"R",404458,"A",,"A",,"R",0,"R",5456113,"R",2023034,"R",759002,"R",0,"R",0,"R",0,"R",0,"R",74392,"R",0,"R",155307,"R",155307,"R",2280121,"R",604150,"A",,"A",,"Z",0,"A",,"A",,"R",31823,"R",0,"R",4564677,"R",1518459,"R",13576,"R",675033,"R",180805,"R",31823,"R",2144981,"A",,"A",,-2
107099,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",147002,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",147002,"Z",0,"Z",0,"Z",0,"R",274368,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1196,"R",80059,"A",,"A",,"R",0,"R",355623,"R",155209,"R",93570,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",218965,"R",42000,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",374174,"R",135570,"R",21284,"R",22668,"R",15365,"R",870,"R",178417,"A",,"A",,-2
107220,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",854640,"R",26753,"R",76506,"R",76506,"R",0,"R",29590,"R",987489,"R",23750,"R",0,"R",23750,"R",2438080,"R",0,"R",0,"R",0,"R",26818,"R",0,"R",26818,"R",0,"R",0,"R",0,"R",0,"R",508429,"A",,"A",,"R",21363,"R",2994690,"R",951023,"R",926894,"R",0,"R",0,"R",670,"R",0,"R",2172,"R",2053,"R",17955,"R",15742,"R",328232,"R",308232,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",1300052,"R",1252921,"R",8676,"R",200,"R",34561,"R",3694,"R",0,"A",,"A",,-2
107293,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",173713,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",173713,"Z",0,"Z",0,"Z",0,"R",469774,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",290295,"A",,"A",,"R",0,"R",760069,"R",227007,"R",86074,"R",0,"R",0,"R",0,"R",0,"R",51000,"R",51000,"R",77666,"R",39700,"R",214984,"R",51000,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",570657,"R",227774,"R",0,"R",315457,"R",27426,"R",0,"R",0,"A",,"A",,-2
